Drug name,Drug target,Target Pathway,Feature Name,ic50_effect_size
JNK-9L,"JNK2, JNK3",JNK and p38 signaling,NRAS_mut,2.173699929415415
JNK-9L,"JNK2, JNK3",JNK and p38 signaling,SACS_mut,1.0103924369448303
JNK-9L,"JNK2, JNK3",JNK and p38 signaling,TP53_mut,1.0808938729176103
PF-562271,"FAK, FAK2",Cytoskeleton,ASXL1_mut,0.5481134941211934
PF-562271,"FAK, FAK2",Cytoskeleton,CREBBP_mut,0.43669350374501437
PF-562271,"FAK, FAK2",Cytoskeleton,KRAS_mut,0.1947192743463555
PF-562271,"FAK, FAK2",Cytoskeleton,NRAS_mut,1.6395386773698317
PF-562271,"FAK, FAK2",Cytoskeleton,SACS_mut,0.5675279673714718
PF-562271,"FAK, FAK2",Cytoskeleton,TP53_mut,0.7070358793342012
HG6-64-1,BRAF,ERK MAPK signaling,ASXL1_mut,0.5548669018994323
HG6-64-1,BRAF,ERK MAPK signaling,CREBBP_mut,1.2740557245915276
HG6-64-1,BRAF,ERK MAPK signaling,KRAS_mut,0.6385705760421619
HG6-64-1,BRAF,ERK MAPK signaling,NRAS_mut,1.5992971327287737
HG6-64-1,BRAF,ERK MAPK signaling,SACS_mut,0.2604271074334537
HG6-64-1,BRAF,ERK MAPK signaling,TP53_mut,0.5103101898817841
JQ1,"BRD2, BRD3, BRD4, BRDT",Chromatin other,ASXL1_mut,0.18920718259932734
JQ1,"BRD2, BRD3, BRD4, BRDT",Chromatin other,CREBBP_mut,0.8147086951812761
JQ1,"BRD2, BRD3, BRD4, BRDT",Chromatin other,KRAS_mut,0.29938664896467204
JQ1,"BRD2, BRD3, BRD4, BRDT",Chromatin other,NRAS_mut,1.2811472754460735
JQ1,"BRD2, BRD3, BRD4, BRDT",Chromatin other,SACS_mut,0.7703686039982256
JQ1,"BRD2, BRD3, BRD4, BRDT",Chromatin other,TP53_mut,0.723487564339831
JQ12,"HDAC1, HDAC2",Chromatin histone acetylation,ASXL1_mut,0.30395160018438716
JQ12,"HDAC1, HDAC2",Chromatin histone acetylation,CREBBP_mut,0.8993911280178095
JQ12,"HDAC1, HDAC2",Chromatin histone acetylation,KRAS_mut,0.7997601748347453
JQ12,"HDAC1, HDAC2",Chromatin histone acetylation,NRAS_mut,1.3627368282606498
JQ12,"HDAC1, HDAC2",Chromatin histone acetylation,SACS_mut,0.5664217788004164
JQ12,"HDAC1, HDAC2",Chromatin histone acetylation,TP53_mut,1.024132312087809
DMOG,HIF-PH,Metabolism,ASXL1_mut,0.6793686549012409
DMOG,HIF-PH,Metabolism,CREBBP_mut,1.1418198779415727
DMOG,HIF-PH,Metabolism,KRAS_mut,0.33523439321386256
DMOG,HIF-PH,Metabolism,NRAS_mut,1.4121193273008419
DMOG,HIF-PH,Metabolism,SACS_mut,1.4016121171294815
DMOG,HIF-PH,Metabolism,TP53_mut,0.8914547102196662
FTI-277,Farnesyl-transferase (FNTA),Other,ASXL1_mut,0.3379579300621748
FTI-277,Farnesyl-transferase (FNTA),Other,CREBBP_mut,0.11966527255852168
FTI-277,Farnesyl-transferase (FNTA),Other,KRAS_mut,1.3185605210473748
FTI-277,Farnesyl-transferase (FNTA),Other,NRAS_mut,0.5455602815044679
FTI-277,Farnesyl-transferase (FNTA),Other,SACS_mut,0.12842664250580169
FTI-277,Farnesyl-transferase (FNTA),Other,TP53_mut,0.49280583357499835
OSU-03012,PDK1 (PDPK1),Metabolism,ASXL1_mut,0.13652794110094965
OSU-03012,PDK1 (PDPK1),Metabolism,CREBBP_mut,0.7279690310979121
OSU-03012,PDK1 (PDPK1),Metabolism,KRAS_mut,0.11325949394325793
OSU-03012,PDK1 (PDPK1),Metabolism,NRAS_mut,1.267140440541066
OSU-03012,PDK1 (PDPK1),Metabolism,SACS_mut,0.4829795435874404
OSU-03012,PDK1 (PDPK1),Metabolism,TP53_mut,0.7575156144990507
Shikonin,not defined,Other,ASXL1_mut,0.8355602557581205
Shikonin,not defined,Other,CREBBP_mut,0.2555917185055694
Shikonin,not defined,Other,KRAS_mut,0.18946895493685773
Shikonin,not defined,Other,NRAS_mut,0.3371993170004846
Shikonin,not defined,Other,SACS_mut,0.6378306965510852
Shikonin,not defined,Other,TP53_mut,0.17911579290189114
AKT inhibitor VIII,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,ASXL1_mut,0.7126982207142532
AKT inhibitor VIII,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,CREBBP_mut,0.5907623842487217
AKT inhibitor VIII,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,KRAS_mut,0.6235945691840463
AKT inhibitor VIII,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,NRAS_mut,1.2865833937285114
AKT inhibitor VIII,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,SACS_mut,0.30152585671478815
AKT inhibitor VIII,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,TP53_mut,0.668325008459947
Embelin,XIAP,Apoptosis regulation,ASXL1_mut,0.500441918468234
Embelin,XIAP,Apoptosis regulation,CREBBP_mut,0.6544988858703847
Embelin,XIAP,Apoptosis regulation,KRAS_mut,0.08107308200196055
Embelin,XIAP,Apoptosis regulation,NRAS_mut,0.6732695130550428
Embelin,XIAP,Apoptosis regulation,SACS_mut,0.6066649003086501
Embelin,XIAP,Apoptosis regulation,TP53_mut,0.7811923564197126
FH535,"PPARgamma, PPARdelta",Other,ASXL1_mut,0.0851690184990712
FH535,"PPARgamma, PPARdelta",Other,CREBBP_mut,0.5457262323712604
FH535,"PPARgamma, PPARdelta",Other,KRAS_mut,0.15576881608452076
FH535,"PPARgamma, PPARdelta",Other,NRAS_mut,1.3059323684115764
FH535,"PPARgamma, PPARdelta",Other,SACS_mut,0.5670998546350633
FH535,"PPARgamma, PPARdelta",Other,TP53_mut,0.8347624688242358
PAC-1,"Procaspase-3, Procaspase-7",Apoptosis regulation,ASXL1_mut,1.0226850236579768
PAC-1,"Procaspase-3, Procaspase-7",Apoptosis regulation,CREBBP_mut,0.5419843362473566
PAC-1,"Procaspase-3, Procaspase-7",Apoptosis regulation,KRAS_mut,0.15327445234499157
PAC-1,"Procaspase-3, Procaspase-7",Apoptosis regulation,NRAS_mut,0.8040195485567057
PAC-1,"Procaspase-3, Procaspase-7",Apoptosis regulation,SACS_mut,0.48512972269326243
PAC-1,"Procaspase-3, Procaspase-7",Apoptosis regulation,TP53_mut,0.4718432809401758
IPA-3,PAK1,Cytoskeleton,ASXL1_mut,0.6427699993316786
IPA-3,PAK1,Cytoskeleton,CREBBP_mut,0.4799870683429129
IPA-3,PAK1,Cytoskeleton,KRAS_mut,0.4189133977532437
IPA-3,PAK1,Cytoskeleton,NRAS_mut,0.5194724175518588
IPA-3,PAK1,Cytoskeleton,SACS_mut,0.3745733621120311
IPA-3,PAK1,Cytoskeleton,TP53_mut,1.120529920449927
GSK650394,"SGK2, SGK3","Other, kinases",ASXL1_mut,0.16922831590378093
GSK650394,"SGK2, SGK3","Other, kinases",CREBBP_mut,0.6943765037003935
GSK650394,"SGK2, SGK3","Other, kinases",KRAS_mut,0.7523020645546437
GSK650394,"SGK2, SGK3","Other, kinases",NRAS_mut,2.0187095704095763
GSK650394,"SGK2, SGK3","Other, kinases",SACS_mut,0.35882869424333796
GSK650394,"SGK2, SGK3","Other, kinases",TP53_mut,1.2002004522695398
BAY-61-3606,SYK,"Other, kinases",ASXL1_mut,0.33954322647083457
BAY-61-3606,SYK,"Other, kinases",CREBBP_mut,1.0639725951802472
BAY-61-3606,SYK,"Other, kinases",KRAS_mut,0.15701213974157244
BAY-61-3606,SYK,"Other, kinases",NRAS_mut,1.9173213264199762
BAY-61-3606,SYK,"Other, kinases",SACS_mut,0.6004967658673571
BAY-61-3606,SYK,"Other, kinases",TP53_mut,1.000042852835537
5-Fluorouracil,Antimetabolite (DNA & RNA),Other,ASXL1_mut,0.15137364504917625
5-Fluorouracil,Antimetabolite (DNA & RNA),Other,CREBBP_mut,0.8832947852083659
5-Fluorouracil,Antimetabolite (DNA & RNA),Other,KRAS_mut,0.34712410626954365
5-Fluorouracil,Antimetabolite (DNA & RNA),Other,NRAS_mut,1.044402092607402
5-Fluorouracil,Antimetabolite (DNA & RNA),Other,SACS_mut,1.0454165645753795
5-Fluorouracil,Antimetabolite (DNA & RNA),Other,TP53_mut,1.4128744201220322
Thapsigargin,SERCA,Other,ASXL1_mut,0.9679667788900757
Thapsigargin,SERCA,Other,CREBBP_mut,0.5853989643157642
Thapsigargin,SERCA,Other,KRAS_mut,1.245807204213409
Thapsigargin,SERCA,Other,NRAS_mut,0.4137063925736025
Thapsigargin,SERCA,Other,SACS_mut,0.6657958737473164
Thapsigargin,SERCA,Other,TP53_mut,0.27198344338436087
BMS-754807,"IGF1R, IR",RTK signaling,ASXL1_mut,0.6570050552390063
BMS-754807,"IGF1R, IR",RTK signaling,CREBBP_mut,0.2173572081948027
BMS-754807,"IGF1R, IR",RTK signaling,KRAS_mut,1.0713276626997887
BMS-754807,"IGF1R, IR",RTK signaling,NRAS_mut,1.420581216737053
BMS-754807,"IGF1R, IR",RTK signaling,SACS_mut,0.8740500569910813
BMS-754807,"IGF1R, IR",RTK signaling,TP53_mut,0.7440134464993291
Linsitinib,IGF1R,IGF1R signaling,ASXL1_mut,0.7347550608324377
Linsitinib,IGF1R,IGF1R signaling,CREBBP_mut,0.23514641938564115
Linsitinib,IGF1R,IGF1R signaling,KRAS_mut,1.1418667606724668
Linsitinib,IGF1R,IGF1R signaling,NRAS_mut,0.8030679415293139
Linsitinib,IGF1R,IGF1R signaling,SACS_mut,0.6138152985489217
Linsitinib,IGF1R,IGF1R signaling,TP53_mut,0.47484199763681256
Bexarotene,Retinioic X receptor (RXR) agonist,Other,ASXL1_mut,0.6088897512683211
Bexarotene,Retinioic X receptor (RXR) agonist,Other,CREBBP_mut,0.4624931020967646
Bexarotene,Retinioic X receptor (RXR) agonist,Other,KRAS_mut,0.04313121960128929
Bexarotene,Retinioic X receptor (RXR) agonist,Other,NRAS_mut,0.6154729058704792
Bexarotene,Retinioic X receptor (RXR) agonist,Other,SACS_mut,0.5086475731362913
Bexarotene,Retinioic X receptor (RXR) agonist,Other,TP53_mut,0.8303046413668915
Bleomycin,dsDNA break induction,DNA replication,ASXL1_mut,0.1250015749039087
Bleomycin,dsDNA break induction,DNA replication,CREBBP_mut,0.5060176611482493
Bleomycin,dsDNA break induction,DNA replication,KRAS_mut,0.4292963704939197
Bleomycin,dsDNA break induction,DNA replication,NRAS_mut,2.304282137675346
Bleomycin,dsDNA break induction,DNA replication,SACS_mut,0.9190963571743873
Bleomycin,dsDNA break induction,DNA replication,TP53_mut,1.0660436583025565
LFM-A13,BTK,"Other, kinases",ASXL1_mut,0.6226155309871878
LFM-A13,BTK,"Other, kinases",CREBBP_mut,0.2419978236820116
LFM-A13,BTK,"Other, kinases",KRAS_mut,0.08972065528062739
LFM-A13,BTK,"Other, kinases",NRAS_mut,1.3194157480726936
LFM-A13,BTK,"Other, kinases",SACS_mut,0.1101057999964193
LFM-A13,BTK,"Other, kinases",TP53_mut,0.46970641287605075
GW-2580,CSF1R,RTK signaling,ASXL1_mut,0.2161392221437623
GW-2580,CSF1R,RTK signaling,CREBBP_mut,0.18494392427720258
GW-2580,CSF1R,RTK signaling,KRAS_mut,0.8273213939599979
GW-2580,CSF1R,RTK signaling,NRAS_mut,0.3980888941768259
GW-2580,CSF1R,RTK signaling,SACS_mut,0.06679048467343308
GW-2580,CSF1R,RTK signaling,TP53_mut,0.6385151884159797
Luminespib,HSP90,Protein stability and degradation,ASXL1_mut,0.0854782381387907
Luminespib,HSP90,Protein stability and degradation,CREBBP_mut,0.9601828626461308
Luminespib,HSP90,Protein stability and degradation,KRAS_mut,0.44049357015797186
Luminespib,HSP90,Protein stability and degradation,NRAS_mut,1.7079241027879706
Luminespib,HSP90,Protein stability and degradation,SACS_mut,0.8586536429843978
Luminespib,HSP90,Protein stability and degradation,TP53_mut,1.8743889085072438
Phenformin,Biguanide agent,Other,ASXL1_mut,0.04837596045148997
Phenformin,Biguanide agent,Other,CREBBP_mut,0.44040150641502895
Phenformin,Biguanide agent,Other,KRAS_mut,0.5357487518095476
Phenformin,Biguanide agent,Other,NRAS_mut,1.3960901053874835
Phenformin,Biguanide agent,Other,SACS_mut,0.37115217570864184
Phenformin,Biguanide agent,Other,TP53_mut,0.6698999299603058
Bryostatin 1,PKC,Other,ASXL1_mut,0.3758867666743185
Bryostatin 1,PKC,Other,CREBBP_mut,0.3061651047572011
Bryostatin 1,PKC,Other,KRAS_mut,0.3957072343866726
Bryostatin 1,PKC,Other,NRAS_mut,0.5530435246197724
Bryostatin 1,PKC,Other,SACS_mut,0.18887856034661243
Bryostatin 1,PKC,Other,TP53_mut,0.6720542309801981
Pazopanib,"CSF1R, KIT,  PDGFRA, PDGFRB",RTK signaling,ASXL1_mut,0.45727648424376094
Pazopanib,"CSF1R, KIT,  PDGFRA, PDGFRB",RTK signaling,CREBBP_mut,0.31479025194624255
Pazopanib,"CSF1R, KIT,  PDGFRA, PDGFRB",RTK signaling,KRAS_mut,0.7166658904365985
Pazopanib,"CSF1R, KIT,  PDGFRA, PDGFRB",RTK signaling,NRAS_mut,0.9995497261821488
Pazopanib,"CSF1R, KIT,  PDGFRA, PDGFRB",RTK signaling,SACS_mut,0.08240904608292966
Pazopanib,"CSF1R, KIT,  PDGFRA, PDGFRB",RTK signaling,TP53_mut,0.49258427667740085
Dacinostat,HDAC1,Chromatin histone acetylation,ASXL1_mut,0.42195634064810406
Dacinostat,HDAC1,Chromatin histone acetylation,CREBBP_mut,0.9318934127581566
Dacinostat,HDAC1,Chromatin histone acetylation,KRAS_mut,1.1493027710491808
Dacinostat,HDAC1,Chromatin histone acetylation,NRAS_mut,1.3772525873159038
Dacinostat,HDAC1,Chromatin histone acetylation,SACS_mut,0.5318450965471392
Dacinostat,HDAC1,Chromatin histone acetylation,TP53_mut,1.388854109589466
Epothilone B,Microtubule stabiliser,Mitosis,ASXL1_mut,0.3029387400449868
Epothilone B,Microtubule stabiliser,Mitosis,CREBBP_mut,0.7495988958085894
Epothilone B,Microtubule stabiliser,Mitosis,KRAS_mut,0.31845018620847937
Epothilone B,Microtubule stabiliser,Mitosis,NRAS_mut,1.6276378993602034
Epothilone B,Microtubule stabiliser,Mitosis,SACS_mut,0.7792103058647624
Epothilone B,Microtubule stabiliser,Mitosis,TP53_mut,1.738983726563159
GSK1904529A,"IGF1R, IR",RTK signaling,ASXL1_mut,0.8616441535595551
GSK1904529A,"IGF1R, IR",RTK signaling,CREBBP_mut,0.6099767446859296
GSK1904529A,"IGF1R, IR",RTK signaling,KRAS_mut,1.1641316250790466
GSK1904529A,"IGF1R, IR",RTK signaling,NRAS_mut,0.38586008365714464
GSK1904529A,"IGF1R, IR",RTK signaling,SACS_mut,1.3259526587354287
GSK1904529A,"IGF1R, IR",RTK signaling,TP53_mut,0.28327704006223664
BMS-345541,"IKK1, IKK2","Other, kinases",ASXL1_mut,0.9265745069529078
BMS-345541,"IKK1, IKK2","Other, kinases",CREBBP_mut,0.8447971059891027
BMS-345541,"IKK1, IKK2","Other, kinases",KRAS_mut,0.13033829474038588
BMS-345541,"IKK1, IKK2","Other, kinases",NRAS_mut,1.2100359720311227
BMS-345541,"IKK1, IKK2","Other, kinases",SACS_mut,0.23292630081446333
BMS-345541,"IKK1, IKK2","Other, kinases",TP53_mut,0.24904307868461228
Tipifarnib,Farnesyl-transferase (FNTA),Other,ASXL1_mut,0.5233604869470901
Tipifarnib,Farnesyl-transferase (FNTA),Other,CREBBP_mut,0.33269461787606697
Tipifarnib,Farnesyl-transferase (FNTA),Other,KRAS_mut,0.1478371137417214
Tipifarnib,Farnesyl-transferase (FNTA),Other,NRAS_mut,1.6035552297401126
Tipifarnib,Farnesyl-transferase (FNTA),Other,SACS_mut,0.7923142510052474
Tipifarnib,Farnesyl-transferase (FNTA),Other,TP53_mut,1.38487243062677
Avagacestat,"Amyloid beta20, Amyloid beta40",Other,ASXL1_mut,1.005021912304381
Avagacestat,"Amyloid beta20, Amyloid beta40",Other,CREBBP_mut,0.48181944645369335
Avagacestat,"Amyloid beta20, Amyloid beta40",Other,KRAS_mut,0.7396856108164829
Avagacestat,"Amyloid beta20, Amyloid beta40",Other,NRAS_mut,0.23661832200041893
Avagacestat,"Amyloid beta20, Amyloid beta40",Other,SACS_mut,0.7085437512671536
Avagacestat,"Amyloid beta20, Amyloid beta40",Other,TP53_mut,0.8124942763960612
Ruxolitinib,"JAK1, JAK2","Other, kinases",ASXL1_mut,0.21015246197896098
Ruxolitinib,"JAK1, JAK2","Other, kinases",CREBBP_mut,0.9427600843999158
Ruxolitinib,"JAK1, JAK2","Other, kinases",KRAS_mut,0.6364876805418755
Ruxolitinib,"JAK1, JAK2","Other, kinases",NRAS_mut,0.9274838180309685
Ruxolitinib,"JAK1, JAK2","Other, kinases",SACS_mut,1.9459561949991242
Ruxolitinib,"JAK1, JAK2","Other, kinases",TP53_mut,0.00825396373591126
AS601245,"JNK1, JNK2, JNK2",JNK and p38 signaling,ASXL1_mut,0.4847844998967244
AS601245,"JNK1, JNK2, JNK2",JNK and p38 signaling,CREBBP_mut,0.2622868512567986
AS601245,"JNK1, JNK2, JNK2",JNK and p38 signaling,KRAS_mut,0.4743386578761106
AS601245,"JNK1, JNK2, JNK2",JNK and p38 signaling,NRAS_mut,1.4846169610893285
AS601245,"JNK1, JNK2, JNK2",JNK and p38 signaling,SACS_mut,0.2207681809131576
AS601245,"JNK1, JNK2, JNK2",JNK and p38 signaling,TP53_mut,1.0131867048708125
Ispinesib Mesylate,KSP,Mitosis,ASXL1_mut,0.3163593975650987
Ispinesib Mesylate,KSP,Mitosis,CREBBP_mut,0.44584031276777325
Ispinesib Mesylate,KSP,Mitosis,KRAS_mut,0.5846599612987695
Ispinesib Mesylate,KSP,Mitosis,NRAS_mut,1.4720030648249878
Ispinesib Mesylate,KSP,Mitosis,SACS_mut,0.22957503036373808
Ispinesib Mesylate,KSP,Mitosis,TP53_mut,1.3993905104307192
TL-2-105,not defined,Other,ASXL1_mut,0.2908181783513921
TL-2-105,not defined,Other,CREBBP_mut,0.8813000746663294
TL-2-105,not defined,Other,KRAS_mut,1.0879653391858986
TL-2-105,not defined,Other,NRAS_mut,0.7778302947050361
TL-2-105,not defined,Other,SACS_mut,0.5185716828586956
TL-2-105,not defined,Other,TP53_mut,0.8132421881869896
AT-7519,"CDK1, CDK2, CDK4, CDK6, CDK9",Cell cycle,ASXL1_mut,0.6634449718684771
AT-7519,"CDK1, CDK2, CDK4, CDK6, CDK9",Cell cycle,CREBBP_mut,0.3640081259301679
AT-7519,"CDK1, CDK2, CDK4, CDK6, CDK9",Cell cycle,KRAS_mut,0.7849595134296967
AT-7519,"CDK1, CDK2, CDK4, CDK6, CDK9",Cell cycle,NRAS_mut,1.1516924014848942
AT-7519,"CDK1, CDK2, CDK4, CDK6, CDK9",Cell cycle,SACS_mut,0.2182262818188274
AT-7519,"CDK1, CDK2, CDK4, CDK6, CDK9",Cell cycle,TP53_mut,0.5145755523017421
TAK-715,"p38alpha, p38beta",JNK and p38 signaling,ASXL1_mut,0.13723198959522015
TAK-715,"p38alpha, p38beta",JNK and p38 signaling,CREBBP_mut,0.28022304600840225
TAK-715,"p38alpha, p38beta",JNK and p38 signaling,KRAS_mut,0.4180008091931221
TAK-715,"p38alpha, p38beta",JNK and p38 signaling,NRAS_mut,1.0150392801603918
TAK-715,"p38alpha, p38beta",JNK and p38 signaling,SACS_mut,0.5231631708327144
TAK-715,"p38alpha, p38beta",JNK and p38 signaling,TP53_mut,0.3708973816928004
BX-912,PDK1 (PDPK1),Metabolism,ASXL1_mut,0.6969114894123827
BX-912,PDK1 (PDPK1),Metabolism,CREBBP_mut,0.19368116716459113
BX-912,PDK1 (PDPK1),Metabolism,KRAS_mut,0.08021392393777217
BX-912,PDK1 (PDPK1),Metabolism,NRAS_mut,1.7693625903139756
BX-912,PDK1 (PDPK1),Metabolism,SACS_mut,0.368995930113274
BX-912,PDK1 (PDPK1),Metabolism,TP53_mut,0.6008164512671383
ZSTK474,PI3K (class 1),PI3K/MTOR signaling,ASXL1_mut,0.572285420928177
ZSTK474,PI3K (class 1),PI3K/MTOR signaling,CREBBP_mut,0.3541138117297444
ZSTK474,PI3K (class 1),PI3K/MTOR signaling,KRAS_mut,0.5386077692613034
ZSTK474,PI3K (class 1),PI3K/MTOR signaling,NRAS_mut,1.466101573177106
ZSTK474,PI3K (class 1),PI3K/MTOR signaling,SACS_mut,0.6812273581361746
ZSTK474,PI3K (class 1),PI3K/MTOR signaling,TP53_mut,0.8917105091344147
AS605240,PI3Kgamma,PI3K/MTOR signaling,ASXL1_mut,0.0648554401957382
AS605240,PI3Kgamma,PI3K/MTOR signaling,CREBBP_mut,0.34618169735507903
AS605240,PI3Kgamma,PI3K/MTOR signaling,KRAS_mut,0.47805559968308947
AS605240,PI3Kgamma,PI3K/MTOR signaling,NRAS_mut,0.31681864174476043
AS605240,PI3Kgamma,PI3K/MTOR signaling,SACS_mut,0.7082080871377273
AS605240,PI3Kgamma,PI3K/MTOR signaling,TP53_mut,0.21573242298615586
Genentech Cpd 10,"AURKA, AURKB",Mitosis,ASXL1_mut,0.5004748619481932
Genentech Cpd 10,"AURKA, AURKB",Mitosis,CREBBP_mut,0.30851690590366393
Genentech Cpd 10,"AURKA, AURKB",Mitosis,KRAS_mut,0.9624036907552549
Genentech Cpd 10,"AURKA, AURKB",Mitosis,NRAS_mut,1.1993417473131458
Genentech Cpd 10,"AURKA, AURKB",Mitosis,SACS_mut,0.3099865464359175
Genentech Cpd 10,"AURKA, AURKB",Mitosis,TP53_mut,0.7804275453668652
GSK1070916,"AURKA, AURKC",Mitosis,ASXL1_mut,0.47208993250483644
GSK1070916,"AURKA, AURKC",Mitosis,CREBBP_mut,0.46784105126701525
GSK1070916,"AURKA, AURKC",Mitosis,KRAS_mut,0.3327737709096288
GSK1070916,"AURKA, AURKC",Mitosis,NRAS_mut,1.5761788421949567
GSK1070916,"AURKA, AURKC",Mitosis,SACS_mut,1.0805985157174667
GSK1070916,"AURKA, AURKC",Mitosis,TP53_mut,1.3018970535731524
AKT inhibitor VIII,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,ASXL1_mut,0.812525331580967
AKT inhibitor VIII,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,CREBBP_mut,0.46278209380590724
AKT inhibitor VIII,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,KRAS_mut,0.16543116621661902
AKT inhibitor VIII,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,NRAS_mut,1.6089431187504077
AKT inhibitor VIII,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,SACS_mut,0.4303699434311319
AKT inhibitor VIII,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,TP53_mut,0.55112955159698
Enzastaurin,PKCB,"Other, kinases",ASXL1_mut,0.2557762924589193
Enzastaurin,PKCB,"Other, kinases",CREBBP_mut,0.0647997412819174
Enzastaurin,PKCB,"Other, kinases",KRAS_mut,0.4072160158896715
Enzastaurin,PKCB,"Other, kinases",NRAS_mut,0.6496460171140852
Enzastaurin,PKCB,"Other, kinases",SACS_mut,0.6301865116211641
Enzastaurin,PKCB,"Other, kinases",TP53_mut,0.19697287544404404
GSK429286A,"ROCK1, ROCK2",Cytoskeleton,ASXL1_mut,0.2412246983591848
GSK429286A,"ROCK1, ROCK2",Cytoskeleton,CREBBP_mut,0.5507210681161876
GSK429286A,"ROCK1, ROCK2",Cytoskeleton,KRAS_mut,0.528867997993129
GSK429286A,"ROCK1, ROCK2",Cytoskeleton,NRAS_mut,1.1169219659179905
GSK429286A,"ROCK1, ROCK2",Cytoskeleton,SACS_mut,0.1784084369335853
GSK429286A,"ROCK1, ROCK2",Cytoskeleton,TP53_mut,0.7848194282126153
FMK,RSK,"Other, kinases",ASXL1_mut,0.2107470081103016
FMK,RSK,"Other, kinases",CREBBP_mut,0.20527119840629804
FMK,RSK,"Other, kinases",KRAS_mut,0.34909210369648574
FMK,RSK,"Other, kinases",NRAS_mut,0.4650588702187585
FMK,RSK,"Other, kinases",SACS_mut,0.6648971571593775
FMK,RSK,"Other, kinases",TP53_mut,0.3500865767760629
QL-XII-47,"BTK, BMX","Other, kinases",ASXL1_mut,0.26420555702001974
QL-XII-47,"BTK, BMX","Other, kinases",CREBBP_mut,0.38222365464278185
QL-XII-47,"BTK, BMX","Other, kinases",KRAS_mut,0.1440976732487208
QL-XII-47,"BTK, BMX","Other, kinases",NRAS_mut,1.4684957576661435
QL-XII-47,"BTK, BMX","Other, kinases",SACS_mut,0.40817590246931956
QL-XII-47,"BTK, BMX","Other, kinases",TP53_mut,1.1574564918997299
IC-87114,PI3Kdelta,PI3K/MTOR signaling,ASXL1_mut,0.5925468350071634
IC-87114,PI3Kdelta,PI3K/MTOR signaling,CREBBP_mut,0.14138125107124788
IC-87114,PI3Kdelta,PI3K/MTOR signaling,KRAS_mut,0.3871958439353036
IC-87114,PI3Kdelta,PI3K/MTOR signaling,NRAS_mut,0.8965890932130557
IC-87114,PI3Kdelta,PI3K/MTOR signaling,SACS_mut,0.1698079913702713
IC-87114,PI3Kdelta,PI3K/MTOR signaling,TP53_mut,0.595451845544121
Idelalisib,PI3Kdelta,PI3K/MTOR signaling,ASXL1_mut,0.6321318369807569
Idelalisib,PI3Kdelta,PI3K/MTOR signaling,CREBBP_mut,0.3668915984700449
Idelalisib,PI3Kdelta,PI3K/MTOR signaling,KRAS_mut,0.5589461581356453
Idelalisib,PI3Kdelta,PI3K/MTOR signaling,NRAS_mut,1.880374351628524
Idelalisib,PI3Kdelta,PI3K/MTOR signaling,SACS_mut,0.6236683677479021
Idelalisib,PI3Kdelta,PI3K/MTOR signaling,TP53_mut,0.8732795221457491
UNC0638,G9a and GLP methyltransferases,Chromatin histone methylation,ASXL1_mut,0.23390919851536032
UNC0638,G9a and GLP methyltransferases,Chromatin histone methylation,CREBBP_mut,0.18921061358837346
UNC0638,G9a and GLP methyltransferases,Chromatin histone methylation,KRAS_mut,0.18490307217804017
UNC0638,G9a and GLP methyltransferases,Chromatin histone methylation,NRAS_mut,0.5701021354999288
UNC0638,G9a and GLP methyltransferases,Chromatin histone methylation,SACS_mut,0.48012423508172913
UNC0638,G9a and GLP methyltransferases,Chromatin histone methylation,TP53_mut,0.295757513252649
Cabozantinib,"VEGFR, MET, RET, KIT, FLT1, FLT3, FLT4, TIE2,AXL",RTK signaling,ASXL1_mut,0.7364739336297136
Cabozantinib,"VEGFR, MET, RET, KIT, FLT1, FLT3, FLT4, TIE2,AXL",RTK signaling,CREBBP_mut,0.5827458340515707
Cabozantinib,"VEGFR, MET, RET, KIT, FLT1, FLT3, FLT4, TIE2,AXL",RTK signaling,KRAS_mut,0.30736228910017777
Cabozantinib,"VEGFR, MET, RET, KIT, FLT1, FLT3, FLT4, TIE2,AXL",RTK signaling,NRAS_mut,1.1819639430419993
Cabozantinib,"VEGFR, MET, RET, KIT, FLT1, FLT3, FLT4, TIE2,AXL",RTK signaling,SACS_mut,0.38847710695292986
Cabozantinib,"VEGFR, MET, RET, KIT, FLT1, FLT3, FLT4, TIE2,AXL",RTK signaling,TP53_mut,0.5430007943311123
WZ3105,"SRC, ROCK2, NTRK2, FLT3, IRAK1, others",Other,ASXL1_mut,0.4332802850227003
WZ3105,"SRC, ROCK2, NTRK2, FLT3, IRAK1, others",Other,CREBBP_mut,0.38689067831144114
WZ3105,"SRC, ROCK2, NTRK2, FLT3, IRAK1, others",Other,KRAS_mut,0.5384816217225619
